x                         y                        z                        mf.Hx                    mf.Hy                    mf.Hz
73.27690965982366         70.1423158249416         93.08451608822689        -86137.94225427744       -41894.8211090104        -4703.450321291911
77.40711857180156         78.15457756530357        87.19667390943096        1912.3332067461654       -4815.37299847698        -2462.278080362662
73.17854787179405         82.12734094913547        101.25283529443362       41009.97282926434        -20883.426308968697      -10928.19365888414
84.66348788233203         70.22886742357599        97.80175836618953        -38845.75608534258       46500.77948607048        -5356.0164921110245
75.07957922577171         66.02944705203822        98.37428616546983        -130283.62776683427      38271.64438283559        -4427.919585645453
75.71818230135345         66.86585857867081        105.18778291192221       -109480.84010931378      27927.843740352673       -13254.487694675929
78.98030060076589         76.56443114797275        115.78429633761179       7260.1572052902375       28583.48424096838        -27605.28103576273
90.90297015140014         61.94069758772221        115.3815123195907        -25424.01297093248       35307.08613463009        -1770.7798356952396
67.65033749296086         67.40705771366972        106.52970737752092       -190961.29902286685      -188038.21534239737      -15952.267774006401
67.52558109167305         67.53181411495754        98.29267578109089        -177650.3687926073       -185652.7764824744       -6175.382962299132
67.92555438615653         75.16430525201199        88.97347442331711        17976.157621809645       -108703.66177472255      -2569.448017928993
68.23744228448008         86.27659862600198        89.16085678172371        52560.439712156454       -41470.38840327942       -1753.83730540064
61.342829953327865        80.35859268885872        96.77904976505168        65607.38014877903        -41073.94030621006       -1128.5546507095587
61.8267663914151          90.9804976771472         101.92997095730637       52050.07287483737        -36347.80488401781       -845.6082753267623
57.797666455611015        93.59182524283806        90.33980814141148        59170.794504429796       -37961.09982868375       1322.3539413467022
41.35516921314712         92.16023618567665        102.37843357989348       89662.6500440984         66959.75912573554        10303.59110719848
39.70537498030457         93.25153981828218        95.0218495961708         58329.66131343226        87488.54147560916        6093.111240820086
38.608487858355865        103.00186729031269       103.69543618247219       -28029.316026089502      10409.623891689276       13534.720204140256
49.99821952135141         97.9804982876427         102.26721443842348       45783.13681660999        -26085.652004664287      8771.24753890782
48.34148232652003         90.71538721263384        108.35123477255696       77424.4853751321         -12784.033015265746      12556.004989547662
67.7505891867873          67.3068060198433         119.99999999999999       -12032.093818780028      -648.3618442973038       -269571.45400789153
67.64917002099789         67.4082251856327         114.57595642552351       -216435.85197630175      -223291.22882116027      -63302.399653274355
75.3352646567156          65.48299870737017        119.86422004127418       -59285.50152298511       35346.32348987501        -57204.72498686455
63.28605691619602         71.77133829043457        109.64033874730538       171761.5449363876        -223394.832692096        -18471.609829999594
54.593419667106254        95.4963796646303         112.97951693563283       44307.75547988631        -22555.966192450902      14289.783491838742
36.557716598153114        88.22575310357661        107.19379490129839       101812.36346436992       250252.95259979248       14247.117259899967
37.58791070746053         93.04824665846336        108.79180623579707       37926.080968304115       124225.04822116635       24557.518868057276
42.089544985933806        85.93439476063735        111.91905884529501       303451.7585896586        -52961.159910070055      24296.038187410984
36.52740276632788         88.23830950384612        114.68563855359682       116544.80752520316       276533.5814496299        67607.81954395869
45.23943734721001         88.76076600736765        113.69773737756672       120443.99176638594       -20002.580157636836      34930.08473484996
40.36746954029089         81.77693686433658        114.02404555167975       -100861.98119815164      -281707.17515399447      1944.9700369754642
40.65448211456471         82.46984651372003        110.35278907568127       -56727.90536608739       -315128.81672775873      5586.5946327990505
46.81038869461377         81.65913316715199        115.17964065958591       19306.6449440107         -67753.01109746865       11432.018703956945
42.89867015116528         101.29019744902033       115.32202889403148       7220.904277039494        2612.9854508337394       20326.392927714725
50.18963569963093         87.42075391273475        119.50515417349368       44580.07776501881        -25637.683393185813      20761.266461691706
52.016142661834465        83.21515068152436        115.24546140749452       38830.57841884949        -35554.66824217913       6816.494045482113
65.79412854974525         88.15402797592175        115.6445297481347        28632.701370835475       -28166.97557104018       -12197.626511514942
42.089544985933806        85.93439476063736        119.99999999999999       167448.38454447972       -48767.390011439595      125456.51591041619
36.57766748396902         88.21748917609033        119.99999999999997       13445.72096554669        22108.719520527888       272221.64078231796
40.12701083843072         81.19641820511511        119.99999999999999       -75493.1186953408        -173292.68869933314      -3749.681337741514
35.228836361711025        95.41465894938885        99.1565515372112         -23544.85289407985       89897.32328174677        8089.61974641223
42.98431266929822         101.25388320626527       89.28530221332998        10063.222838238788       -2057.3631498475243      3287.7299576784476
43.5144472223749          92.40704861132053        88.82990813226657        79338.17239824292        26050.527567948586       1157.377756562691
48.37617634088794         90.69553658986845        82.1003865205727         87664.63841934422        -32688.183422231585      1066.34284786133
36.546080771105956        88.23057282094896        0                        98556.52497567602        233760.16459400704       1797.4979729560334
42.089544985933806        85.93439476063736        0                        314524.74025724345       -105196.03229901637      -10496.28267325962
43.124240388319286        92.92477599371749        0                        73666.21957795612        25888.965177113987       3456.0474429553346
38.29502481405697         87.50613647852701        4.577121278448439        161450.97721345915       217168.50030329          -1263.8127039956742
68.65534575349618         75.23166562001467        0                        13250.039449197957       -88244.08870963556       -4389.807321953236
77.78158161960525         77.7819102410874         0                        1775.0266423937337       1992.6945398766286       1910.5176841750751
67.40011510783395         86.93220892744924        0                        56852.54889575237        -43401.04789181241       -737.4288769863571
72.40138713907626         82.81327876818793        12.268024157059035       42110.541082675736       -35947.22683010261       18.48801462252527
88.23523760608502         36.53481898356496        107.1937949012305        249228.9190638169        106717.84594782542       16203.906172579098
85.93439476063736         42.0895449859338         111.64539919301995       -72897.07869573703       290802.918356391         25006.712050237056
88.22268120580954         36.565132815404624       114.68563855355829       266050.57230560645       114859.24908613549       58954.90594431865
94.1133927135159          41.27016996590755        108.28724326294133       65490.06881764225        49012.16660749103        19585.006650867264
102.29239066639445        40.4507949458813         104.92908733286271       1953.4588484785374       -12619.149448802798      16816.349012625862
95.3274993453985          54.88777521956096        97.84042217796677        -31482.325787065045      56246.32861946144        4093.7472939587683
98.32659789571025         49.31409683098041        113.70442566116755       -18218.4744953399        33697.659723374825       23850.137595378757
91.39387166243077         42.401855608990566       101.41650170299872       51949.35656433189        114722.81627018294       6163.752835163369
102.7221928633834         39.346551225461475       118.7249427808607        4378.482159343357        -10681.984607991533      35238.99847234302
63.28605691619602         71.77133829043457        0                        238318.66037549134       -206780.8790043575       4677.501952464609
61.481195485389534        78.54188199573238        0                        73969.51118432927        -52780.547251894466      4511.073768078326
63.286056916196           71.77133829043457        7.127652233241891        173003.7155047368        -238264.09389603185      -3341.615230960106
66.17985783263433         68.87753737399626        4.405817181702804        -140895.44521634263      -225113.14768243567      -1228.7341646384489
67.52859600863754         67.52879919799304        0                        -182129.9164483364       -180123.41832134908      -12.310754397823231
28.92337278668477         97.63318293056827        107.04153321954982       -76425.80192976171       39045.28381280532        10728.683101157098
28.49652187358913         106.24475629934899       112.40852236930706       -49201.41249602246       14630.685477319024       12953.983576242788
28.177082071043483        106.32992074652215       96.72034703359697        -65432.53276261822       18801.254639723036       3254.765890637122
32.325088565089516        93.93050306195192        113.72689733396848       -81222.21250950883       105748.38603651916       40466.006196942406
26.84537205176279         97.00952851361032        120.59272680396326       -47004.66538525531       11822.429260730858       23933.8326753389
42.37425700351307         101.51051211535275       0                        1090.0272866477098       -4397.938490715206       -2420.4394416250047
48.82834443484454         98.56872110234659        12.580545010109551       49276.111746984054       -23708.61572725168       -5.878612132002502
55.07927597498873         95.21681875098844        0                        60357.06832325963        -35099.26308648737       759.78269861791
62.305159857892825        81.54564831759225        10.168961252380736       67387.09311554256        -54127.950151337536      -814.0837866864283
54.413012983025645        84.41668902707553        0                        60899.0122141642         -43505.66090830805       -375.36346279652224
61.32426279958965         91.31995834474996        13.210270271519578       61936.68581727672        -40396.85181320936       -194.97262138126888
65.21069419177009         79.45414188861807        20.435744974947742       54276.86361460138        -69811.12581716925       571.3163724247875
76.5995910687552          78.94620097319108        22.64599029659147        7828.861265202273        -10479.765462393569      -301.71537688234946
67.13533146734417         87.13694548680157        25.385734847204297       58060.946310064035       -43171.62860475724       -42.711181906080014
69.94282399247561         75.35876963181283        26.82591992285553        863.8341802463336        -82518.10820003522       309.6359658452855
74.67117325288373         80.77261841142591        35.10543988173727        24813.106574529374       -22737.866485896564      -280.1020839617467
62.21388572881504         79.69795220321299        36.22064162463821        69624.07267908295        -51670.33431698436       -1773.8092349670765
40.1658479472086          81.29017927985           0                        -137708.4504226271       -322800.79644701834      -1933.7413915528862
40.26665874374974         81.53355807209329        4.677532508005885        -126190.35433055443      -302453.75463996973      870.978629613703
46.785995570381836        82.52148914489676        0                        41080.75339373798        -98620.92276884992       1644.791305369499
49.05223160094364         86.36704833474381        7.725695979063974        89922.12988095812        -62400.8866241439        -529.8651723880871
47.85145855457677         87.24576429320639        0                        88640.70416664089        -45238.007483631845      -4713.272724230497
42.0895449859338          85.93439476063733        7.097226806217087        271481.13869082974       -121515.4946682405       659.3252840304289
59.73608971393108         68.22137108816965        0                        225269.88786200382       248355.6633337919        -1200.0678488006688
60.48381871169882         68.96910008593738        3.070770953659332        264372.6334681267        198128.19902579818       3722.1895729123153
57.405697775508806        72.98641138726138        0                        109328.27040156967       37273.960270153904       -316.1266457051461
58.83768026992647         67.32296164416506        2.735912560285977        167164.51949385914       290097.7411231466        1936.1772131850116
54.961771992301806        77.46684746971798        0                        58474.3416815461         -12950.010619761044      42.8307379720019
58.77019189275822         76.14991769227761        5.927154556358339        96205.60095592098        -28410.076107283694      677.6250417410016
59.330422430615776        67.81570380485434        6.2410627410765676       210541.69785132044       261295.8177425973        -478.6727526510951
60.03728340454601         68.52256477878458        10.299841456141351       255473.80286017893       222244.4441332433        -3055.96755722946
50.95202321717529         79.09612498491045        0                        30117.180818889134       -39172.88871844917       443.9730911998186
75.47420319182042         69.6119282951374         82.45573280603585        -89078.27694867282       -7130.506949638076       -561.3719287748821
70.483362224258           74.71413735027653        78.41819107339282        -14270.86163527934       -77576.44528835423       -1199.7587242215827
80.19339680258642         75.29288883595133        76.95901080025824        -17112.59275367626       22680.56201107653        -798.0160111437212
67.48805378258253         67.56934142404808        81.77692678705074        -176959.78756313445      -186665.46060513638      2401.481526628867
